Date & Time,WashingMachine [kW],Dryer [kW],temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,time,windBearing,precipIntensity,dewPoint,precipProbability
2015-02-11 09:00:00,0.00068,0.000012778,8.55,snow,0.81,8.92,Light Snow,-3.17,1021.54,7.41,0.02,1423663200,26,0.0045,3.81,0.18
2015-02-11 10:00:00,0.002197778,0.000011111,13.54,snow,0.73,9.98,Light Snow,2.2,1020.64,8.2,0.04,1423666800,32,0.0052,6.65,0.22
2015-02-11 11:00:00,0.001682222,0.000011667,19.44,clear-day,0.54,9.94,Clear,13.28,1019.39,4.22,0.01,1423670400,79,0,5.64,0
2015-02-11 12:00:00,0.000613889,0.00001,22.08,clear-day,0.46,10,Clear,22.08,1018.1,1.42,0.01,1423674000,262,0,4.49,0
2015-02-11 13:00:00,0.000803333,0.000010556,24.71,snow,0.43,9.88,Flurries,20.61,1016.99,3.3,0.06,1423677600,250,0.0012,5.26,0.02
2015-02-11 14:00:00,0.000271667,0.000011111,26.6,snow,0.4,10,Flurries,26.6,1016.15,2.88,0,1423681200,338,0.0015,5.4,0.03
2015-02-11 15:00:00,0.000292778,0.000008889,25.39,clear-day,0.45,10,Clear,19.16,1015.91,5.14,0,1423684800,299,0,7.16,0
2015-02-11 16:00:00,0.000151111,0.00001,25.57,clear-day,0.45,10,Clear,20.81,1015.39,3.88,0.03,1423688400,295,0,7.3,0
2015-02-11 17:00:00,0.000415,0.000009444,23.88,clear-day,0.47,10,Clear,23.88,1015.07,1.41,0,1423692000,55,0,6.81,0
2015-02-11 18:00:00,0.000701667,0.00001,19.1,clear-night,0.59,10,Clear,19.1,1014.87,0.27,0.01,1423695600,42,0,7.26,0
2015-02-11 19:00:00,0.000753333,0.000009444,16.05,clear-night,0.68,9.9,Clear,16.05,1014.45,2.32,0.05,1423699200,141,0,7.29,0
2015-02-11 20:00:00,0.000768889,0.000008889,12.46,clear-night,0.73,10,Clear,5.54,1014.13,3.98,0,1423702800,158,0,5.53,0
2015-02-11 21:00:00,0.000736111,0.00001,15.93,clear-night,0.67,9.93,Clear,7.3,1013.65,5.8,0.01,1423706400,151,0,6.79,0
2015-02-11 22:00:00,0.000457222,0.000009444,17.17,clear-night,0.63,9.95,Clear,7.8,1012.92,6.81,0.1,1423710000,130,0,6.82,0
2015-02-11 23:00:00,0.000487222,0.00001,15.87,clear-night,0.65,9.9,Clear,7.69,1012.65,5.38,0.04,1423713600,120,0,6.31,0
2015-02-12 00:00:00,0.000489444,0.00001,17.12,clear-night,0.61,9.82,Clear,9.46,1011.8,5.12,0.06,1423717200,112,0,5.98,0
2015-02-12 01:00:00,0.000585556,0.000009444,16.02,partly-cloudy-night,0.63,9.93,Partly Cloudy,8.24,1011.31,5.06,0.3,1423720800,127,0,5.65,0
2015-02-12 02:00:00,0.000784444,0.000009444,16.52,partly-cloudy-night,0.64,9.44,Partly Cloudy,8.73,1010.86,5.14,0.25,1423724400,135,0,6.39,0
2015-02-12 03:00:00,0.000798889,0.000009444,17.93,partly-cloudy-night,0.62,9.98,Partly Cloudy,17.93,1009.96,2.28,0.31,1423728000,119,0,7.22,0
2015-02-12 04:00:00,0.000850556,0.00001,18.42,cloudy,0.65,9.84,Overcast,7.94,1009.2,8.48,1,1423731600,106,0,8.53,0
2015-02-12 05:00:00,0.000703333,0.000008889,18.84,clear-night,0.66,9.83,Clear,9.33,1008.71,7.37,,1423735200,96,0,9.44,0
2015-02-12 06:00:00,0.000428333,0.00001,19.15,clear-night,0.74,6.41,Clear,11.5,1008.92,5.43,,1423738800,98,0,12.34,0
2015-02-12 07:00:00,0.000408889,0.00001,19.32,cloudy,0.79,9.32,Overcast,11.05,1008.78,6.09,1,1423742400,107,0,14.02,0
2015-02-12 08:00:00,0.000366111,0.000009444,19.73,partly-cloudy-day,0.81,3.91,Partly Cloudy,11.51,1008.58,6.11,0.31,1423746000,106,0,14.85,0
2015-02-12 09:00:00,0.000715556,0.000011111,20.69,clear-day,0.8,7.45,Clear,13.48,1008.16,5.29,,1423749600,110,0,15.53,0
2015-02-12 10:00:00,0.002279444,0.000011111,22.06,partly-cloudy-day,0.77,8.21,Mostly Cloudy,15.88,1007.58,4.58,0.74,1423753200,100,0,16.09,0
2015-02-12 11:00:00,0.001253333,0.000008333,23.07,snow,0.77,7.4,Flurries,23.07,1007.52,2.27,,1423756800,143,0.0018,17.1,0.04
2015-02-12 12:00:00,0.000221667,0.000009444,25.35,clear-day,0.81,3.42,Clear,25.35,1006.79,1.51,,1423760400,219,0.0009,20.31,0.01
2015-02-12 13:00:00,0.00021,0.000011111,26.94,cloudy,0.79,2.64,Overcast,26.94,1006.01,2.88,1,1423764000,294,0,21.24,0
2015-02-12 14:00:00,0.000043333,0.000008333,27.44,clear-day,0.76,2.87,Clear,19.08,1005.46,8.33,,1423767600,286,0.0012,21.03,0.02
2015-02-12 15:00:00,0.000123889,0.000008333,26.89,snow,0.75,6.45,Light Snow,18.71,1006.07,7.86,,1423771200,279,0.0026,19.95,0.08
2015-02-12 16:00:00,0.000196667,0.000008889,28.13,snow,0.65,9.17,Flurries,18.92,1006.23,10.01,0.31,1423774800,286,0.0016,17.93,0.03
2015-02-12 17:00:00,0.000336111,0.000009444,26.77,partly-cloudy-day,0.55,9.15,Partly Cloudy,17.56,1006.75,9.45,0.31,1423778400,268,0,12.98,0
2015-02-12 18:00:00,0.000693889,0.000008889,24.88,partly-cloudy-night,0.58,9.61,Partly Cloudy,13.64,1007.57,12.38,0.31,1423782000,288,0,12.18,0
2015-02-12 19:00:00,0.000698889,0.00001,22.3,partly-cloudy-night,0.62,9.92,Partly Cloudy,10.48,1008.6,12.2,0.33,1423785600,279,0,11.31,0
2015-02-12 20:00:00,0.000715556,0.000009444,20.36,clear-night,0.61,9.1,Clear,7.5,1009.27,13.25,0.16,1423789200,308,0,9.01,0
2015-02-12 21:00:00,0.000686667,0.000008889,18.67,clear-night,0.59,9.44,Clear,5.21,1009.71,13.55,0.14,1423792800,290,0,6.6,0
2015-02-12 22:00:00,0.000460556,0.000008889,16.41,clear-night,0.57,9.08,Clear,2.94,1009.89,12.42,0.17,1423796400,292,0,3.97,0
2015-02-12 23:00:00,0.000463333,0.000009444,13.78,clear-night,0.63,6.01,Clear,-0.93,1010.65,13.4,0.1,1423800000,284,0,3.67,0
2015-02-13 00:00:00,0.000497778,0.000008889,10.9,clear-night,0.57,7.82,Clear,-4.04,1011.39,12.46,0.21,1423803600,284,0,-1.35,0
2015-02-13 01:00:00,0.000588333,0.000009444,7.66,clear-night,0.61,7,Clear,-8.3,1012.2,12.76,0.21,1423807200,281,0,-3.1,0
2015-02-13 02:00:00,0.000845,0.000008889,5.97,clear-night,0.57,6.83,Clear,-11.57,1012.99,14.67,0.13,1423810800,280,0,-5.8,0
2015-02-13 03:00:00,0.000912222,0.000009444,2.85,clear-night,0.62,5.42,Clear,-14.85,1013.71,13.49,0.17,1423814400,289,0,-7.25,0
2015-02-13 04:00:00,0.000842222,0.000009444,0.77,clear-night,0.6,6.89,Clear,-17.23,1014.74,13.09,0.24,1423818000,274,0,-9.91,0
2015-02-13 05:00:00,0.000772222,0.00001,-0.52,clear-night,0.6,7.69,Clear,-17.76,1015.71,11.51,0.14,1423821600,281,0,-10.96,0
2015-02-13 06:00:00,0.000538333,0.000009444,-2.37,clear-night,0.59,9.88,Clear,-21.22,1016.89,13.12,0.19,1423825200,274,0,-13.01,0
2015-02-13 07:00:00,0.000531111,0.000009444,-3.62,clear-day,0.59,9.67,Clear,-22.74,1018.11,13.01,0.21,1423828800,279,0,-14.45,0
2015-02-13 08:00:00,0.000449444,0.00001,-4.22,clear-day,0.58,10,Clear,-22.8,1018.89,12.04,0.02,1423832400,285,0,-15.25,0
2015-02-13 09:00:00,0.000543333,0.00001,-2.58,clear-day,0.52,10,Clear,-21.33,1019.43,12.86,0,1423836000,284,0,-15.87,0
2015-02-13 10:00:00,0.000847222,0.000008889,0.02,clear-day,0.51,9.53,Clear,-17.27,1019.63,11.75,0,1423839600,283,0,-13.64,0
2015-02-13 11:00:00,0.000790556,0.000009444,2.58,clear-day,0.46,10,Clear,-14.04,1020.16,11.75,0,1423843200,298,0,-13.59,0
2015-02-13 12:00:00,0.000853889,0.000008889,4.85,clear-day,0.42,10,Clear,-10.21,1019.66,10.38,0,1423846800,305,0,-13.02,0
2015-02-13 13:00:00,0.000818333,0.000009444,6.83,clear-day,0.41,9.98,Clear,-9.66,1019.08,13.25,0,1423850400,290,0,-11.72,0
2015-02-13 14:00:00,0.000375556,0.000009444,7.97,clear-day,0.4,10,Clear,-8.17,1018.49,13.18,0.02,1423854000,279,0,-11.19,0
2015-02-13 15:00:00,0.000495556,0.00001,8.89,clear-day,0.38,10,Clear,-6.49,1018.46,12.34,0.02,1423857600,277,0,-11.24,0
2015-02-13 16:00:00,0.000492778,0.000010556,9.5,clear-day,0.36,10,Clear,-3.91,1018.48,9.66,0.02,1423861200,289,0,-11.95,0
2015-02-13 17:00:00,0.000619444,0.00001,7.8,clear-day,0.38,10,Clear,-6.55,1019.08,10.39,0.02,1423864800,277,0,-12.26,0
2015-02-13 18:00:00,0.000917778,0.00001,5.77,clear-night,0.43,10,Clear,-6.24,1019.68,7.12,0.02,1423868400,283,0,-12.07,0
2015-02-13 19:00:00,0.000830556,0.000009444,3.31,clear-night,0.47,10,Clear,-8.84,1020.54,6.77,0.02,1423872000,287,0,-12.29,0
2015-02-13 20:00:00,0.000897778,0.00001,2.02,clear-night,0.5,9.98,Clear,-10.05,1020.82,6.48,0.02,1423875600,252,0,-12.26,0
2015-02-13 21:00:00,0.000857222,0.00001,1.13,clear-night,0.55,9.95,Clear,-11.78,1021.11,7.07,0.02,1423879200,226,0,-11.27,0
2015-02-13 22:00:00,0.000563333,0.000009444,-2.37,clear-night,0.64,9.93,Clear,-2.37,1020.86,2.03,0.03,1423882800,257,0,-11.62,0
2015-02-13 23:00:00,0.000498333,0.000010556,-1.95,clear-night,0.64,9.93,Clear,-10.65,1020.55,3.74,0.08,1423886400,283,0,-11.11,0
2015-02-14 00:00:00,0.000513889,0.000009444,-1.55,clear-night,0.66,9.93,Clear,-8.81,1019.84,3.08,0.23,1423890000,276,0,-10.06,0
2015-02-14 01:00:00,0.000917222,0.000009444,-2.71,partly-cloudy-night,0.7,9.93,Partly Cloudy,-2.71,1018.98,2.95,0.29,1423893600,252,0,-10.16,0
2015-02-14 02:00:00,0.002488889,0.000011111,-5.41,partly-cloudy-night,0.72,9.88,Partly Cloudy,-5.41,1018.11,2.72,0.25,1423897200,183,0,-11.98,0
2015-02-14 03:00:00,0.002105,0.000009444,-6.51,clear-night,0.77,9.88,Clear,-15.68,1017.18,3.64,0.13,1423900800,156,0,-11.74,0
2015-02-14 04:00:00,0.001970556,0.00001,-4.36,partly-cloudy-night,0.75,9.36,Partly Cloudy,-15.96,1016.27,5.21,0.34,1423904400,130,0,-10.23,0
2015-02-14 05:00:00,0.001421111,0.00001,-4.6,clear-night,0.74,9.88,Clear,-17.67,1015.35,6.24,0.21,1423908000,154,0,-10.79,0
2015-02-14 06:00:00,0.000527778,0.000009444,-1.23,clear-night,0.69,9.75,Clear,-16.05,1014.46,8.43,0.11,1423911600,114,0,-8.92,0
2015-02-14 07:00:00,0.000525,0.000010556,-0.12,partly-cloudy-day,0.72,6.04,Partly Cloudy,-14.26,1013.73,8,0.53,1423915200,104,0,-6.9,0
2015-02-14 08:00:00,0.00049,0.00001,2.8,clear-day,0.71,3.84,Clear,-9.66,1013.14,6.97,0,1423918800,119,0,-4.29,0
2015-02-14 09:00:00,0.000705,0.000009444,6.26,clear-day,0.69,3.79,Clear,-4.95,1012.34,6.47,0,1423922400,100,0,-1.81,0
2015-02-14 10:00:00,0.002384444,0.000010556,8.54,partly-cloudy-day,0.67,7.6,Mostly Cloudy,-5.38,1011.31,10.04,0.62,1423926000,118,0,-0.16,0
2015-02-14 11:00:00,0.002082778,0.000009444,12.29,clear-day,0.6,8.95,Clear,3.04,1010.08,5.74,,1423929600,177,0,1.24,0
2015-02-14 12:00:00,0.001974444,0.000008889,15.38,clear-day,0.58,6.95,Clear,2.76,1008.32,10.55,,1423933200,178,0,3.45,0
2015-02-14 13:00:00,0.001298889,0.00001,16.84,fog,0.71,1.8,Foggy,10.91,1006.88,3.76,1,1423936800,108,0,9.18,0
2015-02-14 14:00:00,0.000558889,0.000009444,16.96,snow,0.79,0.95,Light Snow,9.04,1005.52,5.32,,1423940400,115,0.0015,11.73,0.03
2015-02-14 15:00:00,0.000483889,0.000009444,17.52,snow,0.8,0.77,Light Snow,9.43,1004.36,5.57,,1423944000,81,0.0076,12.4,0.38
2015-02-14 16:00:00,0.000491667,0.000008889,17.71,snow,0.85,0.77,Light Snow,10.26,1003.42,5.02,1,1423947600,81,0.0077,14.05,0.39
2015-02-14 17:00:00,0.000605,0.000009444,18.72,snow,0.8,1.33,Light Snow,10.3,1002.63,6.13,,1423951200,73,0.0017,13.52,0.04
2015-02-14 18:00:00,0.000842222,0.00001,18.52,snow,0.82,1.39,Light Snow,11.12,1002.11,5.11,,1423954800,68,0.003,13.87,0.1
2015-02-14 19:00:00,0.00086,0.000009444,18.52,snow,0.85,1.43,Light Snow,11.99,1001.97,4.38,1,1423958400,61,0.004,14.64,0.15
2015-02-14 20:00:00,0.00074,0.00001,18.32,snow,0.84,1.55,Light Snow,10.6,1001.96,5.36,,1423962000,90,0.0038,14.38,0.14
2015-02-14 21:00:00,0.000759444,0.000009444,17.73,snow,0.81,3.39,Light Snow,12.38,1001.76,3.47,,1423965600,86,0.0032,12.89,0.11
2015-02-14 22:00:00,0.000560556,0.000009444,15.57,snow,0.86,4.86,Light Snow,15.57,1001.07,1.81,0.61,1423969200,9,0.0015,12.24,0.03
2015-02-14 23:00:00,0.000451111,0.000008889,14.44,snow,0.87,7.07,Light Snow,14.44,1000.15,2.61,0.26,1423972800,358,0.0014,11.23,0.03
2015-02-15 00:00:00,0.000429444,0.000010556,14.21,clear-night,0.86,7.48,Clear,6.12,1000.06,5.05,0,1423976400,349,0,10.79,0
2015-02-15 01:00:00,0.000649444,0.000010556,15.43,partly-cloudy-night,0.86,3.77,Partly Cloudy,15.43,999.38,2.65,0.43,1423980000,347,0,11.97,0
2015-02-15 02:00:00,0.000919444,0.000009444,14.95,clear-night,0.83,3.1,Clear,5.94,999.11,5.98,0.15,1423983600,318,0,10.84,0
2015-02-15 03:00:00,0.00083,0.000009444,14.74,snow,0.82,2.12,Flurries,5.12,998.57,6.55,0.31,1423987200,301,0.0009,10.39,0.01
2015-02-15 04:00:00,0.000770556,0.000009444,13.07,snow,0.79,1.44,Light Snow,0.92,999.05,9.09,,1423990800,304,0.0067,7.94,0.32
2015-02-15 05:00:00,0.000742778,0.000010556,11.97,snow,0.79,1.12,Light Snow,0.16,1000.64,8.35,,1423994400,314,0.0015,6.76,0.03
2015-02-15 06:00:00,0.000487222,0.000009444,9.73,snow,0.77,1.17,Light Snow,-5.88,1002.05,13.08,,1423998000,313,0.0026,3.96,0.08
2015-02-15 07:00:00,0.000452778,0.00001,8.09,snow,0.76,0.8,Flurries,-7.67,1003.71,12.6,,1424001600,299,0.0009,2.02,0.01
2015-02-15 08:00:00,0.000551667,0.000010556,6.94,fog,0.76,1.08,Foggy,-9.83,1005.54,13.8,,1424005200,306,0,0.92,0
2015-02-15 09:00:00,0.000832778,0.000010556,6.13,fog,0.7,1.34,Foggy,-10.71,1007.14,13.53,,1424008800,306,0,-1.58,0
2015-02-15 10:00:00,0.00236,0.00001,6.41,partly-cloudy-day,0.62,2.64,Mostly Cloudy,-12.12,1008.3,16.8,0.73,1424012400,339,0,-3.7,0
2015-02-15 11:00:00,0.001933889,0.000010556,6.33,partly-cloudy-day,0.59,3.29,Partly Cloudy,-11.86,1009.32,16.1,0.31,1424016000,340,0,-4.98,0
2015-02-15 12:00:00,0.001872778,0.000010556,7.05,snow,0.55,7.37,Light Snow,-10.23,1009.31,14.76,0.03,1424019600,311,0.0053,-5.6,0.23
2015-02-15 13:00:00,0.001181667,0.00001,8.59,clear-day,0.54,8.53,Clear,-9.29,1009.3,16.77,0.22,1424023200,326,0,-4.52,0
2015-02-15 14:00:00,0.000351667,0.00001,10.24,clear-day,0.51,7.52,Clear,-6.69,1009.1,15.82,0.05,1424026800,329,0,-4.14,0
2015-02-15 15:00:00,0.000437222,0.000010556,10.34,clear-day,0.47,7.37,Clear,-7.19,1009.54,17.12,0.06,1424030400,316,0,-5.9,0
2015-02-15 16:00:00,0.000445556,0.00001,6.2,clear-day,0.53,4.65,Clear,-12.77,1010.43,17.59,0.22,1424034000,287,0,-7.28,0
2015-02-15 17:00:00,0.000702778,0.000010556,4.41,clear-day,0.54,6.99,Clear,-14.09,1012.18,15.62,0.11,1424037600,289,0,-8.7,0
2015-02-15 18:00:00,0.000895,0.000010556,1.3,clear-night,0.53,8.21,Clear,-16.3,1013.85,12.7,0.19,1424041200,285,0,-11.75,0
2015-02-15 19:00:00,0.000896667,0.00001,-1.23,clear-night,0.53,7.83,Clear,-21.15,1015.27,15.3,0.19,1424044800,284,0,-14.03,0
2015-02-15 20:00:00,0.000895,0.000008889,-3.51,clear-night,0.54,5.53,Clear,-24.27,1016.28,15.64,0.06,1424048400,288,0,-15.95,0
2015-02-15 21:00:00,0.000852778,0.00001,-4.11,clear-night,0.52,9.41,Clear,-23.52,1017,13.24,0.14,1424052000,290,0,-17.4,0
2015-02-15 22:00:00,0.000551667,0.00001,-5.14,clear-night,0.54,8.38,Clear,-24.49,1016.98,12.76,0.16,1424055600,289,0,-17.6,0
2015-02-15 23:00:00,0.000562222,0.00001,-5.67,clear-night,0.53,9.73,Clear,-24.78,1016.79,12.24,0.06,1424059200,274,0,-18.21,0
2015-02-16 00:00:00,0.000529444,0.000008889,-6.39,clear-night,0.52,9.33,Clear,-26.75,1016.99,13.73,0.14,1424062800,282,0,-19.45,0
2015-02-16 01:00:00,0.000748889,0.000011111,-7.35,clear-night,0.53,8.05,Clear,-26.54,1017.54,11.78,0.02,1424066400,286,0,-19.73,0
2015-02-16 02:00:00,0.000906111,0.000010556,-7.67,clear-night,0.53,9.31,Clear,-29.03,1018.1,14.7,0.04,1424070000,280,0,-20.28,0
2015-02-16 03:00:00,0.000905556,0.00001,-8.36,clear-night,0.54,9.6,Clear,-28.71,1018.11,12.97,0.01,1424073600,276,0,-20.59,0
2015-02-16 04:00:00,0.000989444,0.000010556,-8.68,clear-night,0.54,9.98,Clear,-28.2,1018.3,11.77,0,1424077200,272,0,-20.95,0
2015-02-16 05:00:00,0.000833889,0.00001,-8.61,clear-night,0.55,9.98,Clear,-26.11,1018.41,9.47,0,1424080800,262,0,-20.25,0
2015-02-16 06:00:00,0.000553333,0.000010556,-8.89,clear-night,0.57,9.91,Clear,-28.8,1018.85,12.19,0,1424084400,277,0,-19.85,0
2015-02-16 07:00:00,0.000601667,0.000010556,-8.98,clear-day,0.58,9.8,Clear,-27.74,1019.38,10.76,0.01,1424088000,265,0,-19.73,0
2015-02-16 08:00:00,0.000622778,0.00001,-8.43,clear-day,0.56,9.98,Clear,-25.91,1020.04,9.5,0.01,1424091600,293,0,-19.71,0
2015-02-16 09:00:00,0.000817222,0.00001,-5.88,clear-day,0.51,9.79,Clear,-20.91,1020.49,7.65,0.01,1424095200,301,0,-19.33,0
2015-02-16 10:00:00,0.002372222,0.000011111,-2.77,clear-day,0.44,9.95,Clear,-18.23,1020.26,8.74,0.02,1424098800,294,0,-19.11,0
2015-02-16 11:00:00,0.002347778,0.000010556,1.26,clear-day,0.39,9.87,Clear,-14.03,1020.33,9.59,0.02,1424102400,295,0,-17.98,0
2015-02-16 12:00:00,0.001961667,0.000009444,3.71,clear-day,0.36,9.78,Clear,-12.95,1020.17,12.22,0.02,1424106000,292,0,-17,0
2015-02-16 13:00:00,0.001582222,0.000009444,7.15,clear-day,0.34,10,Clear,-6.64,1019.14,9.44,0.03,1424109600,306,0,-15.48,0
2015-02-16 14:00:00,0.000430556,0.000009444,8.68,clear-day,0.33,9.95,Clear,-5.16,1018.92,9.98,0.01,1424113200,304,0,-14.48,0
2015-02-16 15:00:00,0.0005,0.000009444,10.45,clear-day,0.33,10,Clear,-1.98,1018.86,8.69,0.02,1424116800,300,0,-13.1,0
2015-02-16 16:00:00,0.000482778,0.000009444,11.09,clear-day,0.32,10,Clear,-0.64,1018.93,8.02,0.03,1424120400,290,0,-12.76,0
2015-02-16 17:00:00,0.000929444,0.00001,8.83,clear-day,0.35,10,Clear,-0.52,1018.84,5.29,0,1424124000,295,0,-12.99,0
2015-02-16 18:00:00,0.002326667,0.000010556,7.3,clear-night,0.38,10,Clear,-4.06,1019.15,6.8,0,1424127600,282,0,-12.91,0
2015-02-16 19:00:00,0.00194,0.000009444,4.54,clear-night,0.43,10,Clear,-6.9,1019.79,6.37,0.06,1424131200,275,0,-12.74,0
2015-02-16 20:00:00,0.001881111,0.000009444,3.19,clear-night,0.46,10,Clear,-4.51,1019.67,3.61,0,1424134800,287,0,-12.93,0
2015-02-16 21:00:00,0.001960556,0.00001,1.08,clear-night,0.5,10,Clear,1.08,1019.59,2.96,0,1424138400,287,0,-13.15,0
2015-02-16 22:00:00,0.000545,0.000009444,0.84,clear-night,0.54,9.95,Clear,0.84,1019.58,2.94,0.05,1424142000,273,0,-11.77,0
2015-02-16 23:00:00,0.000591667,0.000010556,1.98,clear-night,0.53,9.93,Clear,-6.98,1019,4.22,0,1424145600,295,0,-11.16,0
2015-02-17 00:00:00,0.000493333,0.000009444,0.65,clear-night,0.57,10,Clear,0.65,1018.99,1.59,0,1424149200,227,0,-11,0
2015-02-17 01:00:00,0.000637778,0.000010556,1.05,clear-night,0.59,10,Clear,1.05,1018.59,1.65,0.07,1424152800,205,0,-9.83,0
2015-02-17 02:00:00,0.000834444,0.000010556,0.28,clear-night,0.59,9.9,Clear,0.28,1017.9,1.46,0,1424156400,236,0,-10.56,0
2015-02-17 03:00:00,0.000889444,0.00001,0.79,clear-night,0.62,9.82,Clear,0.79,1017.33,0.59,0,1424160000,24,0,-9.03,0
2015-02-17 04:00:00,0.00091,0.000010556,0.74,partly-cloudy-night,0.63,9.87,Partly Cloudy,-6.26,1016.48,3.1,0.28,1424163600,38,0,-8.91,0
2015-02-17 05:00:00,0.000801667,0.00001,0.61,clear-night,0.63,9.85,Clear,0.61,1015.94,2.76,0,1424167200,22,0,-8.87,0
2015-02-17 06:00:00,0.000589444,0.000010556,1.43,clear-night,0.61,10,Clear,-5.76,1015.62,3.23,0.2,1424170800,356,0,-8.96,0
2015-02-17 07:00:00,0.000517222,0.000010556,1.79,partly-cloudy-day,0.61,9.92,Mostly Cloudy,-7.04,1015.68,4.12,0.63,1424174400,359,0,-8.36,0
2015-02-17 08:00:00,0.000468889,0.000009444,2.72,partly-cloudy-day,0.6,9.83,Partly Cloudy,-9.15,1015.51,6.42,0.31,1424178000,2,0,-7.93,0
2015-02-17 09:00:00,0.000474444,0.000010556,4.11,partly-cloudy-day,0.54,9.84,Partly Cloudy,-6.85,1015.17,5.89,0.31,1424181600,357,0,-8.81,0
2015-02-17 10:00:00,0.000785556,0.000009444,7.03,partly-cloudy-day,0.47,9.81,Partly Cloudy,-4.16,1014.9,6.58,0.58,1424185200,358,0,-9.08,0
2015-02-17 11:00:00,0.000667222,0.000008889,9.55,partly-cloudy-day,0.44,9.71,Partly Cloudy,9.55,1014.04,2.53,0.31,1424188800,16,0,-7.79,0
2015-02-17 12:00:00,0.000640556,0.00001,13.82,partly-cloudy-day,0.44,9.81,Partly Cloudy,13.82,1012.81,1.74,0.31,1424192400,356,0,-3.92,0
2015-02-17 13:00:00,0.000398333,0.000008333,17.25,partly-cloudy-day,0.43,10,Partly Cloudy,17.25,1011.82,2.6,0.55,1424196000,317,0,-1.32,0
2015-02-17 14:00:00,0.00013,0.000008889,18.67,partly-cloudy-day,0.45,10,Partly Cloudy,18.67,1011.24,1.92,0.31,1424199600,273,0,1.02,0
2015-02-17 15:00:00,0.000126111,0.000008889,20.19,partly-cloudy-day,0.46,10,Partly Cloudy,15.92,1011.01,3.03,0.31,1424203200,328,0,2.73,0
2015-02-17 16:00:00,0.000259444,0.00001,19.94,partly-cloudy-day,0.45,10,Partly Cloudy,14.2,1011.12,3.96,0.31,1424206800,329,0,2.22,0
2015-02-17 17:00:00,0.000328333,0.00001,19.1,partly-cloudy-day,0.45,10,Partly Cloudy,11.44,1011.64,5.44,0.31,1424210400,312,0,1.5,0
2015-02-17 18:00:00,0.000610556,0.000009444,16.83,clear-night,0.49,10,Clear,10.65,1012.21,3.94,0.16,1424214000,262,0,1.02,0
2015-02-17 19:00:00,0.000753889,0.00001,10.25,clear-night,0.64,10,Clear,2.87,1012.79,4.05,0.04,1424217600,187,0,0.36,0
2015-02-17 20:00:00,0.000991111,0.000008889,7.01,clear-night,0.68,9.9,Clear,-0.79,1013.36,4,0.19,1424221200,224,0,-1.3,0
2015-02-17 21:00:00,0.000786111,0.000009444,4.24,clear-night,0.73,10,Clear,4.24,1013.62,2.22,0.1,1424224800,77,0,-2.55,0
2015-02-17 22:00:00,0.000553333,0.000009444,2.72,clear-night,0.75,10,Clear,-5.13,1013.92,3.66,0.09,1424228400,155,0,-3.3,0
2015-02-17 23:00:00,0.000570556,0.00001,2.41,clear-night,0.78,9.51,Clear,-7.19,1014.25,4.67,0.1,1424232000,158,0,-2.96,0
2015-02-18 00:00:00,0.000552778,0.00001,-0.33,clear-night,0.77,10,Clear,-7.29,1014.25,3.02,0.19,1424235600,111,0,-5.89,0
2015-02-18 01:00:00,0.000902778,0.00001,-3.32,clear-night,0.77,9.88,Clear,-3.32,1014.62,2.06,0.02,1424239200,92,0,-8.58,0
2015-02-18 02:00:00,0.002432222,0.000009444,-5.04,clear-night,0.78,9.79,Clear,-14.48,1014.64,3.88,0.01,1424242800,150,0,-10.07,0
2015-02-18 03:00:00,0.002158333,0.000009444,-6.77,clear-night,0.78,9.89,Clear,-17.25,1014.58,4.29,0.01,1424246400,108,0,-11.89,0
2015-02-18 04:00:00,0.001858333,0.000010556,-8.27,clear-night,0.8,9.92,Clear,-8.27,1014.37,1.31,0.01,1424250000,20,0,-12.82,0
2015-02-18 05:00:00,0.001560556,0.000009444,-9.18,clear-night,0.76,9.94,Clear,-20.22,1014.44,4.38,0.01,1424253600,117,0,-14.73,0
2015-02-18 06:00:00,0.000577222,0.00001,-10.43,clear-night,0.77,9.97,Clear,-10.43,1014.7,2.25,0.01,1424257200,132,0,-15.63,0
2015-02-18 07:00:00,0.000443889,0.00001,-11.39,clear-day,0.76,9.52,Clear,-22.73,1014.86,4.35,0.04,1424260800,127,0,-16.84,0
2015-02-18 08:00:00,0.000636111,0.000009444,-7.09,clear-day,0.84,8.94,Clear,-7.09,1014.57,2.67,0.03,1424264400,73,0,-10.63,0
2015-02-18 09:00:00,0.000891667,0.000009444,1.31,clear-day,0.77,8.3,Clear,1.31,1014.23,2.54,0.02,1424268000,96,0,-4.31,0
2015-02-18 10:00:00,0.002297778,0.000009444,9.16,clear-day,0.66,9.95,Clear,9.16,1013.27,3,0.02,1424271600,290,0,0.06,0
2015-02-18 11:00:00,0.001888889,0.00001,16.84,clear-day,0.47,9.1,Clear,10,1012.26,4.42,0.02,1424275200,348,0,0.36,0
2015-02-18 12:00:00,0.001654444,0.000008889,23.06,clear-day,0.34,9.86,Clear,23.06,1010.97,1.42,0.01,1424278800,336,0,-1.3,0
2015-02-18 13:00:00,0.00107,0.000008889,25.52,clear-day,0.3,10,Clear,25.52,1009.23,2.84,0.04,1424282400,13,0,-1.63,0
