Dryer,temp,hum,dayOfWeeks
0.005560556,68.13,0.71,0
0.005877778,66.54,0.71,0
0.00761,64.97,0.75,0
0.006322222,64.32,0.74,1
0.005472222,64.86,0.72,1
0.005720556,63.61,0.74,1
0.004523889,62.33,0.8,1
0.004943333,61.75,0.83,1
0.005484444,60.48,0.89,1
0.005140556,60.55,0.93,1
0.006233889,61.51,0.91,1
0.006233333,62.84,0.88,1
0.005411111,63.97,0.88,1
0.005360556,65.88,0.84,1
0.006121111,66.47,0.84,1
0.005688889,67.5,0.8,1
0.005743889,69.84,0.71,1
0.004200556,71.05,0.69,1
0.004849444,70.49,0.68,1
0.005052778,67.26,0.76,1
0.004970556,64.69,0.81,1
0.006339444,64.41,0.73,1
0.006562222,64.26,0.72,1
0.006264444,63.2,0.78,1
0.006204444,62.64,0.8,1
0.007039444,61.94,0.82,1
0.006925556,61.13,0.87,1
0.006050556,60.99,0.88,2
0.004586667,61.08,0.9,2
0.004975,61.03,0.88,2
0.004229444,60.96,0.91,2
0.005136111,60.91,0.91,2
0.00542,60.85,0.91,2
0.006266667,60.96,0.91,2
0.005277778,61.37,0.92,2
0.005461111,64.61,0.82,2
0.005255,67.18,0.78,2
0.005554444,68.72,0.75,2
0.005837778,69.04,0.77,2
0.005527222,72.15,0.7,2
0.005809444,73.38,0.67,2
0.005475556,74.15,0.65,2
0.004617778,74.76,0.64,2
0.004559444,75.66,0.64,2
0.004302778,76.7,0.62,2
0.004986667,75.68,0.62,2
0.004162222,74.04,0.69,2
0.005521111,72.02,0.74,2
0.006340556,68.2,0.81,2
0.006815,68.92,0.76,2
0.007780556,68.11,0.73,2
0.005725556,66.18,0.75,3
0.006288889,64.75,0.76,3
0.006165556,63.96,0.76,3
0.006178333,62.83,0.76,3
0.006178333,62.55,0.75,3
0.006407778,61.5,0.76,3
0.005997778,61.13,0.76,3
0.006386111,60.87,0.73,3
0.006301111,60.91,0.7,3
0.005872778,61.22,0.7,3
0.005182222,61.55,0.71,3
0.004991111,62.58,0.7,3
0.004932222,62.88,0.69,3
0.005244444,61.33,0.79,3
0.00526,61.15,0.84,3
0.005121111,61.42,0.8,3
0.006151111,60.61,0.85,3
0.005741111,61.32,0.82,3
0.00659,61.5,0.79,3
0.005990556,61.38,0.78,3
0.005248889,61.16,0.75,3
0.006531111,60.78,0.75,3
0.006573889,60.89,0.74,3
0.006158889,60.77,0.74,3
0.006488889,59.99,0.77,4
0.006047222,58.88,0.81,4
0.006037222,58.21,0.84,4
0.006082222,57.93,0.81,4
0.005315,57.4,0.83,4
0.005537222,57.81,0.8,4
0.005564444,57.86,0.81,4
0.006586111,57.34,0.86,4
0.006773333,57.72,0.86,4
0.006170556,58.58,0.86,4
0.005794444,59.48,0.84,4
0.005858333,59.68,0.87,4
0.005941111,60.65,0.84,4
0.006276111,61.03,0.86,4
0.006362778,62.42,0.82,4
0.006387778,63.26,0.81,4
0.006375556,63.59,0.81,4
0.006016667,63.8,0.82,4
0.007965,63.97,0.86,4
0.007324444,62.78,0.92,4
0.007017778,62.62,0.92,4
0.007008333,62.78,0.94,4
0.006417222,62.78,0.94,4
0.008785556,63.6,0.91,4
0.006488889,64.06,0.9,5
0.006124444,64.12,0.89,5
0.006117778,64.74,0.87,5
0.006074444,64.59,0.85,5
0.004214444,64.53,0.85,5
0.004396111,63.85,0.89,5
0.004371111,63.9,0.87,5
0.006295,63.93,0.87,5
0.005680556,64.18,0.87,5
0.005698333,64.23,0.88,5
0.005624444,64.36,0.87,5
0.005781111,63.71,0.92,5
0.00609,63.77,0.92,5
0.006429444,63.78,0.92,5
0.006493889,64.98,0.89,5
0.006572222,67.33,0.85,5
0.006548889,68.17,0.82,5
0.006507222,67.42,0.84,5
0.007081111,66.11,0.87,5
0.006097222,64.83,0.89,5
0.005549444,64.52,0.86,5
0.005955,64.18,0.85,5
0.00547,63.99,0.86,5
0.005720556,63.12,0.88,5
0.005717222,62.94,0.89,6
0.006007222,62.01,0.96,6
0.005392778,61.56,0.96,6
0.005319444,62.03,0.93,6
0.005396111,61.89,0.95,6
0.005688333,61.9,0.95,6
0.006257222,62.05,0.92,6
0.006801111,61.42,0.92,6
0.006481667,60.83,0.86,6
0.005702778,61.33,0.83,6
0.005943889,64.39,0.71,6
0.004340556,63.97,0.69,6
0.005369444,65.9,0.64,6
0.005955556,66.47,0.6,6
0.005987222,67.82,0.56,6
0.005997222,66.07,0.56,6
0.006513333,62.8,0.58,6
0.006787222,62.09,0.58,6
0.006558333,61.54,0.62,6
0.006923333,60.33,0.64,6
0.008294444,58.9,0.68,6
0.006667778,57.12,0.74,6
0.006383889,56.72,0.75,6
0.005481667,56.34,0.76,6
0.005426111,56.05,0.79,0
0.005119444,55.32,0.81,0
0.005043333,54.31,0.84,0
0.004992778,54.19,0.84,0
0.004988889,54.71,0.83,0
0.005106111,54.25,0.84,0
0.005097778,54.32,0.83,0
0.005130556,56.57,0.79,0
0.006002778,59.16,0.74,0
0.005909444,60.67,0.68,0
0.005749444,61.31,0.67,0
0.005756111,62.46,0.66,0
0.005846111,64.23,0.63,0
0.005652222,66.34,0.6,0
0.005319444,68.16,0.58,0
0.005158333,70.2,0.56,0
0.005224444,70.92,0.54,0
0.005087778,72.78,0.51,0
0.005206667,72.73,0.52,0
0.006436667,71.5,0.55,0
0.00468,68.42,0.63,0
0.003952222,61.84,0.82,0
0.005351111,59.23,0.86,0
0.007812778,57.03,0.89,0
0.005465,55.79,0.91,1
0.005197778,53.81,0.92,1
0.005297778,52,0.94,1
0.004463889,50.82,0.94,1
0.004526667,50.19,0.93,1
0.005647222,49.34,0.95,1
0.005606111,48.53,0.94,1
0.006183889,52.32,0.89,1
0.006682222,57.57,0.76,1
0.005858333,62.7,0.67,1
0.005818889,67.2,0.58,1
0.006013333,71.69,0.45,1
0.006212778,73.24,0.39,1
0.006609444,75.72,0.34,1
0.007013889,78.29,0.3,1
0.005638333,80.48,0.29,1
0.005800556,80.26,0.32,1
0.005432778,79.08,0.35,1
0.005608333,78.69,0.38,1
0.006472778,76.69,0.46,1
0.007492778,70.46,0.61,1
0.004802222,67.12,0.7,1
0.004977222,66.01,0.69,1
0.004643889,65.43,0.68,1
0.004043889,64.66,0.71,2
0.003714444,64.25,0.76,2
0.004351667,63.51,0.78,2
0.004605,61.9,0.82,2
0.004541667,59.61,0.89,2
0.004304444,59.11,0.88,2
0.004732778,58.57,0.92,2
0.004600556,62.48,0.86,2
0.00537,66.58,0.77,2
0.004420556,69.93,0.74,2
0.005145,74.43,0.68,2
0.004044444,78.25,0.63,2
0.004210556,79.7,0.6,2
0.004473333,82.63,0.49,2
0.004382778,84.01,0.43,2
0.004467222,84.27,0.42,2
0.004601667,85.31,0.4,2
0.004311111,84.62,0.43,2
0.003865556,83.51,0.48,2
0.005159444,82.09,0.55,2
0.003852222,79.78,0.58,2
0.006044444,76.53,0.65,2
0.004648889,77.93,0.6,2
0.004402778,77.73,0.63,2
0.004342778,77.14,0.66,3
0.00447,68.25,0.9,3
0.004496667,66.96,0.93,3
0.00443,66.72,0.93,3
0.004640556,67,0.9,3
0.004716667,68.54,0.86,3
0.004741111,68.53,0.86,3
0.007423889,68.92,0.8,3
0.006140556,69.68,0.79,3
0.006083889,70.42,0.76,3
0.005897222,72.02,0.72,3
0.005717778,73.24,0.7,3
0.005733889,74.42,0.68,3
0.005750556,74.84,0.68,3
0.004792222,75.47,0.66,3
0.004762778,76.31,0.63,3
0.005552778,77.21,0.62,3
0.005243889,76.6,0.6,3
0.005980556,74.97,0.65,3
0.005943889,73.76,0.68,3
0.004135556,71.69,0.7,3
0.004685,70.77,0.72,3
0.005658333,68.98,0.76,3
0.006408889,67.99,0.78,3
0.005031667,66.37,0.82,4
0.004808889,64.81,0.86,4
0.004035,63.99,0.88,4
0.004032778,62.87,0.9,4
0.004930556,61.96,0.93,4
0.005162222,62.59,0.91,4
0.005152778,62.3,0.92,4
0.006751667,62.93,0.91,4
0.006995556,65.99,0.84,4
0.005555556,69.62,0.76,4
0.004405,71.59,0.67,4
0.004407778,73.7,0.57,4
0.004436667,74.89,0.53,4
0.004761111,75.36,0.47,4
0.004644444,77.27,0.44,4
0.0047,77.55,0.41,4
0.004773889,78.53,0.36,4
0.005700556,78.35,0.37,4
0.006422778,77.64,0.38,4
0.006671111,75.69,0.4,4
0.005929444,71.06,0.49,4
0.006440556,63.3,0.69,4
0.008857778,59.17,0.79,4
0.006102778,56.16,0.85,4
0.005828889,54.1,0.86,5
0.005566667,52.25,0.87,5
0.006409444,51.07,0.88,5
0.006067778,49.93,0.89,5
0.005812222,48.95,0.89,5
0.005769444,48.52,0.88,5
0.006526667,47.87,0.89,5
0.006708889,52.51,0.86,5
0.007033333,57.41,0.75,5
0.005691111,62.5,0.6,5
0.005667222,65.3,0.51,5
0.005728333,66.5,0.46,5
0.005698889,67.17,0.43,5
0.005689444,68.86,0.37,5
0.005733889,70.5,0.37,5
0.005715,71.41,0.37,5
0.006496111,71.55,0.38,5
0.005078333,71.19,0.37,5
0.004883333,70.71,0.39,5
0.005145556,68.96,0.4,5
0.005779444,64.47,0.49,5
0.006684444,59.97,0.61,5
0.00575,55.68,0.71,5
0.007360556,53.15,0.76,5
0.006123889,51.35,0.82,6
0.00563,50.45,0.83,6
0.005721111,49.3,0.87,6
0.005757222,47.88,0.89,6
0.005804444,46.71,0.91,6
0.005949444,45.92,0.91,6
0.006108333,45,0.92,6
0.006644444,49.62,0.86,6
0.006392222,54.51,0.74,6
0.006863889,59.49,0.61,6
0.005658333,64.42,0.52,6
0.005411667,67.69,0.46,6
0.005487222,68.81,0.42,6
0.005590556,69.98,0.41,6
0.005635556,71.01,0.39,6
0.005693333,71.13,0.39,6
0.00576,70.59,0.4,6
0.005547222,70.63,0.42,6
0.005386667,71.13,0.41,6
0.005971111,70.4,0.44,6
0.005387778,65.73,0.58,6
0.005917778,59.62,0.74,6
0.006480556,55.15,0.82,6
0.008431667,53.66,0.87,6
0.005983889,53.44,0.87,0
0.005492222,53.35,0.88,0
0.00547,53.21,0.88,0
0.005596111,51.78,0.91,0
0.005606111,50.3,0.92,0
0.005615,48.19,0.93,0
0.005986111,48.77,0.92,0
0.006372222,52.23,0.87,0
0.006357778,57.17,0.75,0
0.006963889,62.26,0.65,0
0.00531,68.07,0.51,0
0.005359444,69.57,0.47,0
0.00304,72.01,0.44,0
0.003866667,73.01,0.41,0
0.003598889,74.21,0.38,0
0.003634444,75.34,0.38,0
0.004446667,76.06,0.36,0
0.005095,75.83,0.39,0
0.004338333,74.6,0.42,0
0.005038889,71.98,0.53,0
0.00422,68.14,0.66,0
0.004709444,62.51,0.76,0
0.006515556,58.85,0.82,0
0.005032778,56.25,0.89,0
0.004521667,57.8,0.85,1
0.004984444,56.5,0.89,1
0.005027222,54.28,0.91,1
0.004939444,53.6,0.92,1
0.005183333,53.11,0.9,1
0.005368889,51.8,0.92,1
0.005386111,51.19,0.93,1
0.006389444,56.33,0.86,1
0.006151111,61.72,0.75,1
0.005831111,66.58,0.64,1
0.005615,71.91,0.55,1
0.006071111,76,0.46,1
0.006081667,78.27,0.42,1
0.006192222,78.93,0.38,1
0.006036111,79.85,0.36,1
0.006103889,80.81,0.35,1
0.004201111,80.7,0.35,1
0.00388,80.33,0.36,1
0.004311111,78.72,0.39,1
0.004517222,77.27,0.43,1
0.005320556,75.01,0.49,1
0.00701,72.43,0.55,1
0.004862778,69.88,0.61,1
0.005555556,66.87,0.68,1
0.006309444,65,0.73,2
0.004922222,65.27,0.72,2
0.004467222,65.27,0.71,2
0.004246667,64.35,0.71,2
0.004291111,63.44,0.72,2
0.005086667,62.4,0.74,2
0.005253889,61.7,0.78,2
0.004703333,64.75,0.73,2
0.005537778,66.58,0.7,2
0.005244444,69.34,0.66,2
0.005225,72.88,0.55,2
0.005291111,72.76,0.5,2
0.005290556,73.93,0.44,2
0.005588333,74.39,0.49,2
0.005661111,73.66,0.53,2
0.005703889,74.72,0.57,2
0.005658889,74.74,0.56,2
0.005436667,76.25,0.56,2
0.005478889,76.98,0.56,2
0.005426111,76.69,0.55,2
0.006374444,75.54,0.57,2
0.004044444,72.97,0.62,2
0.005838333,71.27,0.66,2
0.004087778,70.18,0.66,2
0.004244444,69.32,0.68,3
0.003995,69.64,0.65,3
0.004003889,68.1,0.69,3
0.004167222,68.11,0.69,3
0.004377778,66.9,0.72,3
0.004778889,66.76,0.74,3
0.004849444,66.99,0.74,3
0.006157222,67.95,0.75,3
0.005915,69.26,0.75,3
0.005011111,72.5,0.71,3
0.004636111,76.12,0.67,3
0.004626111,78.72,0.66,3
0.004878333,79.38,0.66,3
0.005196667,80.38,0.64,3
0.005602222,81.01,0.65,3
0.005698333,79.7,0.69,3
0.005785,80.39,0.67,3
0.006187778,78.06,0.72,3
0.006236111,72.99,0.87,3
0.007560556,70.83,0.91,3
0.004631111,70.18,0.93,3
0.006742778,69.23,0.96,3
0.006347778,68.79,0.96,3
0.005201667,68.6,0.96,3
0.005177778,67.92,0.96,4
0.003984444,67.7,0.95,4
0.004037778,67.51,0.96,4
0.003876111,67.51,0.96,4
0.003917778,66.91,0.97,4
0.004037222,66.64,0.95,4
0.004157222,66.59,0.96,4
0.004521667,67.43,0.95,4
0.00533,68.41,0.92,4
0.005987778,68.98,0.88,4
0.004726111,70.5,0.83,4
0.005770556,72.56,0.77,4
0.005353889,73.07,0.73,4
0.00567,74.47,0.68,4
0.005832778,75.86,0.63,4
0.005871111,76.6,0.62,4
0.005908333,78.05,0.58,4
0.005638333,78.89,0.57,4
0.005698333,78,0.57,4
0.005786667,76.8,0.6,4
0.00581,73.96,0.65,4
0.00613,68.61,0.78,4
0.006087222,65.14,0.88,4
0.006113889,63.18,0.89,4
0.006181667,61.68,0.91,5
0.005878333,60.18,0.93,5
0.005921667,58.98,0.92,5
0.005991111,58.89,0.94,5
0.005989444,58.38,0.95,5
0.006266667,57.59,0.95,5
0.006281667,57.55,0.95,5
0.006183889,59.8,0.92,5
0.006232778,62.39,0.87,5
0.005859444,66.28,0.8,5
0.005852222,72.25,0.65,5
0.005893889,74.96,0.55,5
0.005876111,77.48,0.48,5
0.006122222,79.29,0.4,5
0.006191111,79.89,0.38,5
0.006195556,80.95,0.36,5
0.006206667,80.19,0.37,5
0.005797778,81.31,0.34,5
0.005807222,79.45,0.4,5
0.005747222,77.86,0.47,5
0.005722778,72.64,0.59,5
0.005879444,65.56,0.75,5
0.005852222,63.32,0.74,5
0.005797222,60.78,0.83,5
0.005755556,58.74,0.88,6
0.005341111,56.79,0.92,6
0.00531,55.62,0.93,6
0.005316667,55.16,0.93,6
0.005308889,54.26,0.93,6
0.005571667,53.31,0.94,6
0.005597222,53.43,0.94,6
0.005522778,57.51,0.91,6
0.005500556,62.56,0.82,6
0.005281111,67.4,0.72,6
0.005311111,73.7,0.61,6
0.005380556,77.46,0.55,6
0.005518889,81.36,0.4,6
0.005851667,82.32,0.36,6
0.005862222,83.25,0.35,6
0.005898333,82.57,0.36,6
0.005923889,82.2,0.38,6
0.005683889,82.13,0.41,6
0.005708889,80.43,0.45,6
0.005742778,76.66,0.61,6
0.005825,73.49,0.68,6
0.006122778,68.54,0.79,6
0.006221667,65.09,0.82,6
0.006315556,63.46,0.84,6
0.006284444,61.76,0.88,0
0.006031667,60.5,0.9,0
0.00597,60.11,0.88,0
0.00584,58.02,0.93,0
0.005852778,57.56,0.92,0
0.006168889,57.19,0.94,0
0.006266111,56.96,0.94,0
0.00629,61.28,0.87,0
0.006117778,64.85,0.82,0
0.005725556,70.35,0.7,0
0.005725,73.65,0.65,0
0.005724444,77.4,0.58,0
0.00565,79.99,0.52,0
0.005973333,81.92,0.48,0
0.005950556,83.06,0.42,0
0.005935556,84.44,0.39,0
0.005907222,84.67,0.39,0
0.005552778,84.36,0.39,0
0.005578333,83.43,0.39,0
0.005616667,81.52,0.45,0
0.004602222,77.33,0.58,0
0.003985556,74.99,0.62,0
0.003848889,71.69,0.69,0
0.004849444,69.75,0.73,0
0.003293889,67.94,0.78,1
0.003076111,65.58,0.82,1
0.003504444,64.45,0.83,1
0.003468889,62.64,0.87,1
0.003548889,61.62,0.88,1
0.003823333,60.85,0.88,1
0.004047222,60.75,0.89,1
0.003757222,64.12,0.83,1
0.004172778,67.84,0.75,1
0.003360556,71.12,0.68,1
0.004125556,74.58,0.64,1
0.004230556,75.99,0.63,1
0.004167222,79,0.57,1
0.004496111,79.7,0.57,1
0.004965556,80.89,0.57,1
0.003646667,81.53,0.55,1
0.00376,81.54,0.57,1
0.003734444,82.19,0.57,1
0.004031667,81.1,0.58,1
0.004418333,79.22,0.62,1
0.004486667,77.62,0.66,1
0.006097778,73.84,0.76,1
0.006420556,72.12,0.78,1
0.006391667,69.64,0.85,1
0.004589444,69.76,0.84,2
0.004298889,68.5,0.87,2
0.0047,68.02,0.87,2
0.00516,67.05,0.89,2
0.005117778,66.33,0.9,2
0.005758333,66.12,0.91,2
0.005345556,64.74,0.94,2
0.008047222,68.12,0.87,2
0.006042778,72.04,0.79,2
0.004645556,75.51,0.73,2
0.004726667,79.17,0.68,2
0.000380556,82.66,0.63,2
0.006407222,84.68,0.57,2
0.005713333,86.6,0.54,2
0.004187222,87.2,0.53,2
0.004172222,87.41,0.54,2
0.00459,88.34,0.55,2
0.003725,87.05,0.56,2
0.004217222,86.79,0.57,2
0.005188333,85.57,0.6,2
0.004619444,83.27,0.63,2
0.004862222,80.6,0.67,2
0.007265556,79.09,0.7,2
0.004742222,77.18,0.74,2
0.00503,77.03,0.73,3
0.004879444,75.47,0.77,3
0.004693889,75.69,0.77,3
0.003810556,73.46,0.83,3
0.003912778,73.26,0.84,3
0.004772778,72.29,0.86,3
0.004692222,71.72,0.89,3
0.005994444,74.41,0.84,3
0.006257778,76.92,0.79,3
0.005681667,79.65,0.75,3
0.005801111,82.78,0.7,3
0.004107222,85.61,0.64,3
0.003272778,87.82,0.59,3
0.004272778,88.25,0.59,3
0.004652222,80.34,0.81,3
0.005232222,74.72,0.83,3
0.006431111,72.76,0.87,3
0.005142778,71.63,0.92,3
0.004743333,71.23,0.91,3
0.005617222,71.35,0.91,3
0.004591111,71.12,0.9,3
0.005613333,69.64,0.94,3
0.006438889,68.89,0.95,3
0.007661111,69.17,0.93,3
0.005227222,69.01,0.93,4
0.004855,68.4,0.95,4
0.004817778,68.24,0.95,4
0.004822222,67.37,0.95,4
0.004774444,66.02,0.96,4
0.004952778,65.31,0.97,4
0.004886111,66.17,0.96,4
0.005391667,68.31,0.95,4
0.004922222,70.2,0.92,4
0.004228333,71.36,0.88,4
0.00383,75.34,0.78,4
0.003608333,77.91,0.7,4
0.003358333,80.6,0.68,4
0.003580556,83.18,0.6,4
0.003437222,85.44,0.56,4
0.00297,85.61,0.58,4
0.003116111,85.94,0.55,4
0.00275,85.3,0.61,4
0.003666667,83.55,0.66,4
0.005118889,73.37,0.86,4
0.005237778,69.64,0.89,4
0.005872778,68.13,0.92,4
0.007159444,68.15,0.95,4
0.005245556,67.95,0.92,4
0.004275556,67.91,0.93,5
0.005175556,67.28,0.95,5
0.004204444,67.15,0.95,5
0.005237778,67.13,0.95,5
0.005225556,67.13,0.95,5
0.004803889,67.17,0.95,5
0.005229444,66.97,0.94,5
0.006727778,66.99,0.91,5
0.006067778,66.26,0.91,5
0.005985,66.53,0.91,5
0.006688333,66.63,0.9,5
0.005759444,66.47,0.88,5
0.005750556,66.56,0.86,5
0.006195,65.81,0.89,5
0.005815556,66.18,0.87,5
0.006127222,65.76,0.88,5
0.006653889,66.53,0.87,5
0.006351111,66.21,0.87,5
0.006045556,65.61,0.88,5
0.006641667,65.67,0.83,5
0.006376667,65.16,0.81,5
0.006837778,63.41,0.81,5
0.006408333,62.25,0.78,5
0.0069,60.76,0.79,5
0.005580556,59.87,0.8,6
0.005282222,59.03,0.84,6
0.005353333,59.01,0.81,6
0.004946111,58.36,0.8,6
0.004363889,56.95,0.83,6
0.005316667,56,0.81,6
0.005890556,55.1,0.81,6
0.005811667,59.09,0.71,6
0.006686111,62.46,0.61,6
0.005214444,65.35,0.55,6
0.005398333,67.55,0.46,6
0.005703889,69.6,0.42,6
0.005429444,71.61,0.39,6
0.005473333,74.08,0.37,6
0.004894444,75.32,0.37,6
0.005345,77.12,0.37,6
0.005343889,77.41,0.42,6
0.005288333,77.53,0.4,6
0.005236667,76.83,0.4,6
0.007991667,75.51,0.41,6
0.005257778,72.5,0.44,6
0.003451111,70.29,0.45,6
0.004141667,68.6,0.45,6
0.003559444,66.01,0.49,6
0.004217222,64.35,0.51,0
0.004333889,62.12,0.57,0
0.004845,61.38,0.61,0
0.005325,58.68,0.69,0
0.004543333,58.19,0.71,0
0.005773889,58.69,0.69,0
0.005248333,59.2,0.66,0
0.005835,61.33,0.66,0
0.00563,63.43,0.63,0
0.005843333,69,0.55,0
0.005781111,70.98,0.52,0
0.005672778,75.38,0.47,0
0.005692222,76.77,0.43,0
0.006336667,77.43,0.44,0
0.007035556,79.2,0.42,0
0.00344,79.45,0.4,0
0.003443333,79.75,0.4,0
0.003233889,80.39,0.41,0
0.003852222,79.79,0.43,0
0.004131667,79.16,0.43,0
0.004127222,75.5,0.48,0
0.003851667,68.56,0.68,0
0.004551667,66.48,0.75,0
0.004464444,66.35,0.77,0
0.004398889,65.78,0.77,1
0.004622778,66.22,0.76,1
0.004105,65.22,0.79,1
0.004405556,64.63,0.81,1
0.004189444,63.21,0.81,1
0.005104444,64.04,0.83,1
0.00511,64.13,0.83,1
0.005388889,65.27,0.81,1
0.005439444,70.32,0.7,1
0.005277222,74.49,0.6,1
0.005392778,76.82,0.59,1
0.005869444,79,0.57,1
0.005192222,79.83,0.57,1
0.005442222,80.62,0.59,1
0.004595556,80.83,0.64,1
0.005358333,75.27,0.82,1
0.007693333,75.84,0.79,1
0.005169444,76.89,0.78,1
0.005083333,77.52,0.75,1
0.005554444,74.06,0.83,1
0.005995,71.56,0.9,1
0.00539,70.6,0.93,1
0.004576111,70.3,0.92,1
0.007557778,70.05,0.91,1
0.005628889,69.4,0.94,2
0.004785556,69.37,0.91,2
0.004621111,67.98,0.94,2
0.00377,67.61,0.94,2
0.003787778,66.16,0.96,2
0.004435,65.23,0.96,2
0.004546667,66.41,0.95,2
0.004515556,68.44,0.91,2
0.003819444,71.49,0.86,2
0.004623889,74.82,0.79,2
0.005956111,76.81,0.75,2
0.00531,79.37,0.69,2
0.00005,79.31,0.6,2
0.001009444,82.12,0.62,2
0.000479444,83.32,0.6,2
0.005032778,83.99,0.62,2
0.005184444,83.88,0.62,2
0.005711667,84.49,0.6,2
0.005405556,83.83,0.61,2
0.004818889,83.21,0.61,2
0.004368333,81.47,0.63,2
0.003890556,79.11,0.67,2
0.004538889,76.1,0.74,2
0.005887222,72.51,0.85,2
0.004222222,71.24,0.87,3
0.004196667,69.77,0.88,3
0.005295,68.61,0.9,3
0.005358333,68.57,0.89,3
0.004235556,68.43,0.87,3
0.004195556,67.69,0.88,3
0.004258333,67.54,0.87,3
0.004916667,68.65,0.82,3
0.005234444,70.88,0.75,3
0.0057,72.9,0.66,3
0.00586,75.15,0.6,3
0.005658333,76.92,0.57,3
0.005417222,78,0.56,3
0.005558333,79.07,0.53,3
0.005600556,81.56,0.51,3
0.004485556,80.85,0.51,3
0.002284444,79.02,0.57,3
0.005202222,72.54,0.75,3
0.005005,73.29,0.72,3
0.005778889,71.08,0.74,3
0.004969444,67.72,0.85,3
0.004645556,66.85,0.9,3
0.003951667,63.96,0.96,3
0.007128333,63.65,0.96,3
0.005036667,62.82,0.95,4
0.005224444,61.93,0.95,4
0.006203333,61.56,0.94,4
0.005999444,60.02,0.96,4
0.005374444,58.63,0.96,4
0.004072222,57.57,0.93,4
0.004209444,57.51,0.96,4
0.005307778,59.16,0.93,4
0.006044444,63.35,0.83,4
0.006666111,66.22,0.73,4
0.005689444,68.65,0.62,4
0.006676667,70.97,0.54,4
0.006669444,72.23,0.5,4
0.006751667,73.33,0.48,4
0.006907778,74.47,0.46,4
0.007165,75.54,0.47,4
0.006977222,76.4,0.47,4
0.007046667,77.09,0.41,4
0.007225556,76.35,0.42,4
0.006740556,73.79,0.48,4
0.006792222,69.51,0.65,4
0.003749444,64.47,0.76,4
0.005391667,61.39,0.82,4
0.004371667,59.77,0.86,4
0.004746111,57.78,0.89,5
0.004834444,56.25,0.92,5
0.004837778,55.38,0.92,5
0.004812222,55.33,0.92,5
0.004762222,54.4,0.92,5
0.004711667,53.96,0.91,5
0.004517222,52.43,0.94,5
0.003757778,56.99,0.88,5
0.005598333,60.36,0.81,5
0.005830556,64.65,0.72,5
0.005859444,69.79,0.6,5
0.006378889,73.14,0.51,5
0.006025,74.99,0.43,5
0.002982778,76.61,0.41,5
0.004464444,77.42,0.42,5
0.003948889,77.16,0.44,5
0.003583333,77.42,0.42,5
0.003093333,77.41,0.4,5
0.003527778,76.83,0.42,5
0.005114444,75.55,0.45,5
0.004047778,70.38,0.63,5
0.006014444,64.86,0.76,5
0.004321111,60.76,0.85,5
0.005416111,59.19,0.87,5
0.005203333,57.61,0.9,6
0.005245556,56.21,0.91,6
0.005297222,54.93,0.92,6
0.005380556,54.08,0.94,6
0.005412778,53.13,0.94,6
0.005207222,53.04,0.94,6
0.005244444,52.45,0.95,6
0.005814444,57.49,0.89,6
0.006188333,62.91,0.77,6
0.007879444,67.69,0.7,6
0.005968333,72.41,0.61,6
0.005990556,76.82,0.57,6
0.006034444,79.68,0.52,6
0.005807778,80.01,0.54,6
0.005846667,83.32,0.48,6
0.005944444,84.12,0.45,6
0.006002778,83.9,0.44,6
0.006310556,83.15,0.45,6
0.00632,82.25,0.45,6
0.006293333,81.46,0.48,6
0.006283889,77.27,0.59,6
0.00599,75.28,0.64,6
0.006009444,74.27,0.64,6
0.005996111,72.74,0.68,6
0.005945,71.88,0.68,0
0.006230556,69.99,0.71,0
0.006097778,69,0.71,0
0.005945,68.29,0.71,0
0.005918333,67.4,0.74,0
0.005651667,66.23,0.79,0
0.005721111,66.37,0.79,0
0.005676111,68.58,0.78,0
0.005625556,71.08,0.74,0
0.005799444,71.72,0.77,0
0.00575,75.37,0.7,0
0.005773889,76.34,0.72,0
0.005686111,75.99,0.74,0
0.005505,76.69,0.73,0
0.005480556,76.05,0.74,0
0.005486667,76.71,0.73,0
0.005496667,76.49,0.75,0
0.005790556,76.59,0.76,0
0.005752778,74.27,0.87,0
0.005852222,74.4,0.85,0
0.005881667,73.45,0.87,0
0.005659444,72.43,0.87,0
0.005710556,73.28,0.84,0
0.005714444,73.22,0.84,0
0.005713333,73.72,0.85,1
0.005997222,72.28,0.89,1
0.005979444,72.03,0.89,1
0.005981667,70.99,0.91,1
0.006028889,70.34,0.93,1
0.005766111,67.59,0.96,1
0.005927222,67.99,0.96,1
0.005902222,69.51,0.93,1
0.005825,71.85,0.88,1
0.006186667,74.99,0.79,1
0.006202222,78.09,0.68,1
0.006189444,79.27,0.63,1
0.006238333,81.1,0.59,1
0.006014444,81.56,0.58,1
0.006140556,82.53,0.54,1
0.006151667,82.46,0.54,1
0.006191111,81.38,0.59,1
0.006376111,78.96,0.67,1
0.006357778,77.15,0.76,1
0.006273889,75.76,0.8,1
0.006291111,74.73,0.82,1
0.006029444,73.63,0.83,1
0.005993889,71.62,0.88,1
0.005975,71.28,0.87,1
0.005941667,71.24,0.84,2
0.006198333,70.29,0.86,2
0.006014444,69.06,0.9,2
0.005983333,68.47,0.92,2
0.005937778,68.62,0.93,2
0.005715,69.84,0.91,2
0.00573,70,0.91,2
0.005633889,70.98,0.9,2
0.005536667,73.65,0.85,2
0.005793333,75.09,0.81,2
0.005763889,76.5,0.77,2
0.005841667,77.88,0.71,2
0.005867778,79.17,0.66,2
0.005728333,75.83,0.79,2
